Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Taxi,773,SURRENDER,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,BEBE VICTOR INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,773Taxi
Taxi,76,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,DANIEL AND MONIQUE CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,76Taxi
Livery,9199,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,MIGUEL ARREDONDO,1111 S. LAFLIN ST.,CHICAGO,IL,60607,,,9199Livery
Charter Sightseeing,14707,INACTIVE,MERCEDES,SPRINTER,2013,BLACK,Gasoline,N,T & V TRANSPORTATION LLC.,8770 W. BRYN MAWR AVE.,CHICAGO,IL,60631,,,14707Charter Sightseeing
Charter Sightseeing,15164,INACTIVE,CHEVROLET,CARRYALL,1996,RED/GREEN,Gasoline,N,YILDIRIM CAB CO,3659 W. ADDISON ST.,CHICAGO,IL,60618,,,15164Charter Sightseeing
Charter Sightseeing,9952,INACTIVE,FORD,E350,2006,SILVER/GRAY,Gasoline,N,SOUTHWEST CHIEF LTD,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9952Charter Sightseeing
Ambulance,797106,VIOLATION,FORD,E350,2014,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,1234 E. SIBLEY BLVD.,DOLTON,IL,60419,,,797106Ambulance
Medicar,11884,INACTIVE,FORD,E350,2010,WHITE,Gasoline,N,"SCR MEDICAL TRANSPORTATION, INC.",8801 S. GREENWOOD AVE.,CHICAGO,IL,60619,,,11884Medicar
Medicar,5023,INACTIVE,FORD,E350,2003,WHITE,Gasoline,N,PROGRESSIVE II INC.,4453 W. WALTON ST.,CHICAGO,IL,60651,,,5023Medicar
Medicar,5579,INACTIVE,CHEVROLET,EXPRESS,2004,WHITE,Gasoline,N,D AND R TRANSPORTATION INC,1965  GLENWOOD DYER RD.,LYNWOOD,IL,60411,,,5579Medicar
Medicar,5716,INACTIVE,FORD,E250,2005,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,3949 N. PULASKI RD.,CHICAGO,IL,60641,,,5716Medicar
Medicar,5824,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5824Medicar
Medicar,5825,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5825Medicar
Medicar,5826,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5826Medicar
Medicar,5851,INACTIVE,FORD,ECONOLINE,2005,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,5851Medicar
Medicar,5938,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,5938Medicar
Medicar,5979,INACTIVE,FORD,E250,2005,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5979Medicar
Medicar,5983,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5983Medicar
Medicar,5986,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5986Medicar
Medicar,5993,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5993Medicar
Medicar,5997,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5997Medicar
Medicar,3615,INACTIVE,CHEVROLET,BRAUN,2008,WHITE,Gasoline,N,PRESENCE CHICAGO HOSPITALS NETWORK,200 S. WACKER DR.,CHICAGO,IL,60606,,,3615Medicar
Ambulance,797110,RESERVED,FORD,E350,2011,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,1234 E. SIBLEY BLVD.,DOLTON,IL,60419,,,797110Ambulance
Charter Sightseeing,13565,INACTIVE,ISUZU,CARRYALL,1986,MAROON,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,13565Charter Sightseeing
Taxi,6251,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,TAHIR'S CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6251Taxi
Charter Sightseeing,12024,INACTIVE,MERCEDES,SPRINTER,2012,SILVER,Gasoline,N,O'HARE-MIDWAY LIMOUSINE SERVICE INC # 2,4610 N. CLARK ST.,CHICAGO,IL,60640,,,12024Charter Sightseeing
Charter Sightseeing,15360,INACTIVE,IC,M LINE SHUTTLE BUS,2015,WHITE,Gasoline,N,CHICAGO BUS RENTAL INC,1 S. DEARBORN ST.,CHICAGO,IL,60603,,,15360Charter Sightseeing
Medicar,5300,INACTIVE,FORD,ECONOLINE,2008,WHITE,Gasoline,N,PRESENCE CHICAGO HOSPITALS NETWORK,200 S. WACKER DR.,CHICAGO,IL,60606,,,5300Medicar
Ambulance,797116,RESERVED,FORD,E350,2011,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,1234 E. SIBLEY BLVD.,DOLTON,IL,60419,,,797116Ambulance
Taxi,4492,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIES II,4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,4492Taxi
Taxi,77,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,DANIEL AND MONIQUE CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,77Taxi
Charter Sightseeing,13601,INACTIVE,FREIGHTLINER,FB65,2005,WHITE,Gasoline,N,"WWA LIMO, INC.",917 W. WASHINGTON BLVD.,CHICAGO,IL,60607,,,13601Charter Sightseeing
Medicar,12518,INACTIVE,FORD,E350,2010,WHITE,Gasoline,N,"SCR MEDICAL TRANSPORTATION, INC.",8801 S. GREENWOOD AVE.,CHICAGO,IL,60619,,,12518Medicar
Charter Sightseeing,23008,ACTIVE,FREIGHLINE,TROLLEY,1997,WHITE,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,23008Charter Sightseeing
Taxi,785,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,N,AHMED CAB COMPANY,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,785Taxi
Ambulance,797118,RESERVED,FORD,E450,2014,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,1234 E. SIBLEY BLVD.,DOLTON,IL,60419,,,797118Ambulance
Livery,8938,ACTIVE,LINCOLN,MKT,2018,BLACK,Gasoline,N,RAYMA INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8938Livery
Taxi,6246,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,BUSY BEE CAB CO INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6246Taxi
Charter Sightseeing,15052,INACTIVE,CHAMPION,TROLLEY,1998,RED,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,15052Charter Sightseeing
Medicar,6024,INACTIVE,FORD,VAN,2008,,Gasoline,N,"CITY WIDE TRANSPORTATION, LTD.",9349 S. COTTAGE GROVE AVE.,CHICAGO,IL,60619,,,6024Medicar
Medicar,6031,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,3949 N. PULASKI RD.,CHICAGO,IL,60641,,,6031Medicar
Medicar,6281,INACTIVE,FORD,E350,2006,,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6281Medicar
Medicar,6287,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,3949 N. PULASKI RD.,CHICAGO,IL,60641,,,6287Medicar
Medicar,6298,INACTIVE,FORD,E350,2006,WHITE,Gasoline,N,"CITY WIDE TRANSPORTATION, LTD.",9349 S. COTTAGE GROVE AVE.,CHICAGO,IL,60619,,,6298Medicar
Medicar,6311,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,6311Medicar
Medicar,6314,INACTIVE,FORD,E250,2006,,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,6314Medicar
Medicar,6399,INACTIVE,FORD,E150,2010,WHITE,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6399Medicar
Medicar,6403,INACTIVE,FORD,E350,2006,WHITE,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6403Medicar
Medicar,6413,INACTIVE,DODGE,CARAVAN,2006,SILVER,Gasoline,N,PAL TRANSPORTATION CORPORATION,144 W. 111TH PL.,CHICAGO,IL,60628,,,6413Medicar
Medicar,6527,INACTIVE,FORD,E350,2006,,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6527Medicar
Medicar,6541,INACTIVE,FORD,E150,2007,WHITE,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6541Medicar
Medicar,6613,INACTIVE,FORD,E250,2008,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,6613Medicar
Medicar,6642,INACTIVE,FORD,E250,2008,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,3949 N. PULASKI RD.,CHICAGO,IL,60641,,,6642Medicar
Medicar,6643,INACTIVE,FORD,E250,2008,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,3949 N. PULASKI RD.,CHICAGO,IL,60641,,,6643Medicar
Medicar,6663,INACTIVE,FORD,E350,2008,,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6663Medicar
Medicar,6682,INACTIVE,FORD,E250,2008,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,3949 N. PULASKI RD.,CHICAGO,IL,60641,,,6682Medicar
Medicar,6720,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,3949 N. PULASKI RD.,CHICAGO,IL,60641,,,6720Medicar
Medicar,6756,INACTIVE,FORD,E250,2008,WHITE,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6756Medicar
Medicar,6758,INACTIVE,FORD,E250,2008,WHITE,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6758Medicar
Medicar,6882,INACTIVE,FORD,E350,2009,,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6882Medicar
Medicar,7792,INACTIVE,CHEVROLET,UPLANDER,2008,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,7792Medicar
Livery,9241,ACTIVE,CADILLAC,ESCALADE,2019,BLACK,Gasoline,N,PREMIER STAR LIMO INC.,1625 N. KEYSTONE AVE.,CHICAGO,IL,60639,,,9241Livery
Taxi,3227,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,KEMSAM CORP.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,3227Taxi
Taxi,5380,VIOLATION,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,OKUBA CAB COMPANY,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,5380Taxi
Taxi,174,ACTIVE,TOYOTA,CAMRY,2015,ORANGE,Hybrid,N,MR. TAXI INC.,4301 W. MONTROSE AVE.,CHICAGO,IL,60641,WOLLEY TAXI,Owner Manager,174Taxi
Livery,8191,ACTIVE,CHEVROLET,SUBURBAN,2016,BLACK,Gasoline,N,PADDINGTON LIMOUSINE SERVICE LTD,3452 W. IRVING PARK RD.,CHICAGO,IL,60618,,,8191Livery
Taxi,6256,ACTIVE,TOYOTA,CAMRY,2018,YELLOW,Hybrid,N,ABU-ASSAF CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,6256Taxi
Taxi,648,SURRENDER,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,COMFORTING NEST TRANS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,648Taxi
Taxi,816,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,DEFIANCE TAXI LLC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,816Taxi
Taxi,2092,ACTIVE,TOYOTA,CAMRY,2016,WHITE/BLACK/STRIPES,Hybrid,N,SBEIH COMPANY,8507 W. FOSTER AVE.,CHICAGO,IL,60656,Independent1,Owner-Operator,2092Taxi
Medicar,7230,INACTIVE,FORD,E250,2010,WHITE,Gasoline,N,PRESENCE CHICAGO HOSPITALS NETWORK,200 S. WACKER DR.,CHICAGO,IL,60606,,,7230Medicar
Taxi,786,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,BAABAJEE CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,786Taxi
Livery,9292,ACTIVE,GMC,YUKON XL,2019,BLACK,Gasoline,N,AMERICAN RIDE CORP.,6315 N. TALMAN AVE.,CHICAGO,IL,60659,,,9292Livery
Taxi,6148,VIOLATION,TOYOTA,CAMRY,2015,BLUE,Hybrid,N,WAYNT CAB CORP.,5416 N. BROADWAY,CHICAGO,IL,60640,24 Seven Taxi Affiliaton,Owner Manager,6148Taxi
Livery,8755,ACTIVE,JEEP,WAGONEER,2022,BLACK,Gasoline,N,MANUEL FLORES,3307 N. OSCEOLA AVE.,CHICAGO,IL,60634,,,8755Livery
Charter Sightseeing,23655,ACTIVE,FORD,E450,2016,WHITE,Gasoline,N,"THE KIDDOS ENTERPRISES, LLC",3132 W. 26TH ST.,CHICAGO,IL,60623,,,23655Charter Sightseeing
Taxi,2734,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,"CILECI, INCORPORATED",2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,2734Taxi
Livery,8840,ACTIVE,CADILLAC,ESCALADE ESV,2020,BLACK,Gasoline,N,DDSSBOS LLC,2251 S. THROOP ST.,CHICAGO,IL,60608,,,8840Livery
Taxi,443,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,VASKEN CAB INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,443Taxi
Taxi,5664,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,SHAD EXPRESS INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,5664Taxi
Taxi,1454,VIOLATION,TOYOTA,PRIUS,2015,BLUE/WHITE,Hybrid,N,KHATTABI INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,INDEPENDENT3,Owner-Operator,1454Taxi
Livery,7270,ACTIVE,LINCOLN,NAUTILUS,2022,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,7270Livery
Taxi,131,VIOLATION,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,WINTANA CAB CORP.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,131Taxi
Taxi,433,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,MCCAB XVII CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,433Taxi
Taxi,118,ACTIVE,DODGE,GRAND CARAVAN,2016,WHITE,Flex Fuel,Y,GODFREY S AWIR,9440 S. RACINE AVE.,CHICAGO,IL,60620,Flash Cab Co,Owner-Operator,118Taxi
Taxi,2274,SURRENDER,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"SPARTAN, INC.",5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2274Taxi
Taxi,4423,VIOLATION,VPG,MV-1,2012,WHITE,Compressed Natural Gas,Y,ELSTON ELEVEN LLC,2738 W. FULTON ST.,CHICAGO,IL,60612,DIS-AFFILIATED,Owner Manager,4423Taxi
Livery,7134,ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,MQ COACH & LIMOUSINE LLC,3530 W. PETERSON AVE.,CHICAGO,IL,60659,,,7134Livery
Taxi,6747,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP, LLC SERIES IV",4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,6747Taxi
Livery,8670,ACTIVE,FORD,EXPEDITION,2018,BLACK,Gasoline,N,"S & M PROF. SERVICE, LTD.",5550 N. ELSTON AVE.,CHICAGO,IL,60630,Independent1,,8670Livery
Taxi,4722,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,NIAZ INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",4722Taxi
Taxi,3468,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,PATWA TAXI INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,3468Taxi
Taxi,821,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,DESIREE AND MONIQUE CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,821Taxi
Taxi,5885,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,HEBRON TRANS INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,5885Taxi
Taxi,822,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,YA-HADI CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,822Taxi
Livery,7414,ACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,AIRPORT CONNECTION EXPRESS INC,6325 N. SHERIDAN RD.,CHICAGO,IL,60660,,,7414Livery
Medicar,7885,ACTIVE,DODGE,GRAND CARAVAN,2017,WHITE,Gasoline,N,FREEDOM EMS LLC,612 S. EDGEWATER LN.,SHOREWOOD,IL,60404,,,7885Medicar
Taxi,4704,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,N,K ALLIANCE AND FORTUNE COMPANY,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,4704Taxi
Taxi,6496,ACTIVE,TOYOTA,SIENNA,2017,BLUE/WHITE,Gasoline,N,HYUN TRANSPORTATION INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,6496Taxi
Taxi,4503,VIOLATION,TOYOTA,RAV4,2013,WHITE,Gasoline,N,ROAD RUNNER CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,4503Taxi
Livery,9348,ACTIVE,LINCOLN,NAVIGATOR,2019,BLACK,Gasoline,N,PRIORITY CHICAGO LIMOUSINE INC.,4508 S. KNOX AVE.,CHICAGO,IL,60632,,,9348Livery
Taxi,1876,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,REHMAN BROTHERS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1876Taxi
Taxi,485,VIOLATION,NISSAN,ROGUE,2014,WHITE,Gasoline,N,OPE OLUIJOMIMO INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,485Taxi
Livery,7858,ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,ZARKHIZAR SERVICES INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7858Livery
Taxi,621,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,S A FARUK INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,621Taxi
Medicar,7886,ACTIVE,DODGE,GRAND CARAVAN,2017,WHITE,Gasoline,N,FREEDOM EMS LLC,612 S. EDGEWATER LN.,SHOREWOOD,IL,60404,,,7886Medicar
Livery,9543,ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,9543Livery
Taxi,3702,ACTIVE,TOYOTA,RAV4,2017,BLUE,Hybrid,N,RAMA TAXI CORP.,920 W. LAKESIDE PL.,CHICAGO,IL,60640,Independent1,Owner-Operator,3702Taxi
Pedicab,111,VIOLATION,MAINSTREET,BROADWAY,2013,BLACK,Pedal,N,DANIEL KERRIGAN,1015 N. HALSTED ST.,CHICAGO,IL,60642,,,111Pedicab
Livery,7833,INACTIVE,LINCOLN,CONTINENTAL,2018,BLACK,Gasoline,N,JERRY CAMP,7320 N. SHERIDAN RD.,CHICAGO,IL,60626,,,7833Livery
Taxi,2945,SURRENDER,TOYOTA,SIENNA,2015,WHITE,Gasoline,Y,MOHAMED A HAI,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2945Taxi
Taxi,467,VIOLATION,FORD,ESCAPE,2009,WHITE,Hybrid,N,MCCAB XVII CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,467Taxi
Taxi,5875,ACTIVE,TOYOTA,RAV4,2018,WHITE,Gasoline,N,AMUNE HOLDING INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,5875Taxi
Pedicab,112,ACTIVE,PRECISION,NONE,2017,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2627 N. MILDRED AVE.,CHICAGO,IL,60614,,,112Pedicab
Charter Sightseeing,17294,INACTIVE,FORD,TRANSIT BUS,2015,BLACK,Gasoline,N,AHIS LIMO INC,1517 W. LUNT AVE.,CHICAGO,IL,60626,,,17294Charter Sightseeing
Taxi,3457,ACTIVE,TOYOTA,RAV4,2018,RED,Hybrid,N,ELBA INC,5765 N. LINCOLN AVE.,CHICAGO,IL,60659,Independent1,Owner Manager,3457Taxi
Medicar,16551,INACTIVE,FORD,E350,2013,WHITE,Gasoline,N,BUZY AS A BEAVER TRANSPORTATION INC,6730 S. LANGLEY AVE.,CHICAGO,IL,60637,,,16551Medicar
Medicar,5988,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5988Medicar
Charter Sightseeing,16948,INACTIVE,MERCEDES,SPRINTER,2015,BLACK,Gasoline,N,KINGS ROYAL COACH LLC,6917 S. PEORIA ST.,CHICAGO,IL,60621,,,16948Charter Sightseeing
Livery,8737,ACTIVE,MERCEDES,S450,2019,BLACK,Gasoline,N,MIA BRASOV LTD,1630 W. HIGHLAND AVE.,CHICAGO,IL,60660,,,8737Livery
Taxi,5326,ACTIVE,FORD,C-MAX,2013,BLUE,Hybrid,N,HUDSON CAB CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,5326Taxi
Taxi,5792,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIES IX,4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,5792Taxi
Taxi,1654,ACTIVE,TOYOTA,SIENNA,2022,WHITE,Hybrid,Y,"APPIA K, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,1654Taxi
Taxi,2134,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,FIRST CIVIC CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2134Taxi
Charter Sightseeing,17314,RESERVED,MERCEDES,SPRINTER,2014,BLACK,Gasoline,N,DE ELEGANCE OF LACE & BOWS LIMOUSINES INC,7440 S. JEFFERY BLVD.,CHICAGO,IL,60649,,,17314Charter Sightseeing
Taxi,1837,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,VICTOR C WABOMNOR,00000 N. NO VALID PPB IN CHICAGO AVE.,CHICAGO,IL,60640,DIS-AFFILIATED,Owner Manager,1837Taxi
Taxi,826,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,ELVIS CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,826Taxi
Ambulance,794905,ACTIVE,FORD,TRANSIT,2021,WHITE/BLUE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794905Ambulance
Taxi,1768,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Gasoline,N,AMEN CAB CO,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,1768Taxi
Charter Sightseeing,13184,ACTIVE,FORD,TROLLEY,2022,WHITE,Gasoline,N,BAXTER COACH INDUSTRIES LLC,5755 S. NATOMA AVE.,CHICAGO,IL,60638,,,13184Charter Sightseeing
Taxi,824,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,B & K OCEAN PARKWAY HOLDING CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,824Taxi
Livery,8835,ACTIVE,GMC,YUKON XL,2019,BLACK,Gasoline,N,AMERICAN A1 SERVICES INC.,2425 W. BRYN MAWR AVE.,CHICAGO,IL,60659,,,8835Livery
Taxi,5084,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,N,CARE CAB COMPANY,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5084Taxi
Taxi,82,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GREVENA CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,82Taxi
